pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
Kepler-286 b,Kepler-286,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,1.79630200,1.240,2.07000,5.970000,0.000000,925.92,1367,89.880,7.288000,,5580.00,0.86,0.96,-0.116,4.50,2.750,1.86513,,15.5447000
Kepler-286 c,Kepler-286,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.46809500,1.370,2.45000,5.240000,0.000000,384.29,1098,89.280,11.290000,,5580.00,0.86,0.96,-0.116,4.50,2.750,2.25157,,15.5447000
Kepler-286 d,Kepler-286,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.91432300,1.330,2.33000,5.440000,0.000000,188.48,919,89.870,17.223000,,5580.00,0.86,0.96,-0.116,4.50,2.750,2.76282,,15.5447000
Kepler-286 e,Kepler-286,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,29.22128900,1.770,3.78000,3.750000,0.000000,22.40,539,88.780,58.140000,,5580.00,0.86,0.96,-0.116,4.50,2.750,4.35378,,15.5447000
Kepler-287 b,Kepler-287,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,20.34219900,2.330,6.04000,2.620000,0.000000,35.75,667,88.830,38.000000,K7 V,5806.00,1.03,0.97,-0.134,4.40,7.600,13.82309,,14.7442000
Kepler-287 c,Kepler-287,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,44.85189600,3.260,10.70000,1.700000,0.000000,12.46,513,89.240,43.300000,K7 V,5806.00,1.03,0.97,-0.134,4.40,7.600,0.76343,,14.7442000
Kepler-288 b,Kepler-288,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.09732600,1.670,3.43000,4.050000,0.000000,247.30,1197,89.950,13.768000,,5918.00,1.09,1.03,0.056,4.35,3.720,1.32778,,15.1520000
Kepler-288 c,Kepler-288,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,19.30577200,2.850,8.50000,2.020000,0.000000,53.15,815,90.000,35.210000,,5918.00,1.09,1.03,0.056,4.35,3.720,2.21548,,15.1520000
Kepler-288 d,Kepler-288,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,56.63374200,2.670,7.61000,2.200000,0.000000,12.66,570,89.750,20.500000,,5918.00,1.09,1.03,0.056,4.35,3.720,1.90042,,15.1520000
Kepler-289 b,Kepler-289,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,34.54500000,2.150,7.30000,4.100000,0.000000,27.37,607,89.590,45.900000,,5990.00,1.00,1.08,0.061,4.47,0.650,1.58000,,13.9628000
Kepler-289 c,Kepler-289,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,125.85180000,11.590,132.00000,0.470000,0.000000,4.88,394,89.794,108.600000,,5990.00,1.00,1.08,0.061,4.47,0.650,1.58000,,13.9628000
Kepler-289 d,Kepler-289,d,1,3,0,Transit,2014,2014-11,Space,Kepler,0.95 m Kepler Telescope,66.06340000,2.680,4.00000,1.200000,,,,89.730,70.700000,,5990.00,1.00,1.08,0.061,4.47,0.650,1.58000,,13.9628000
Kepler-29 b,Kepler-29,b,1,2,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,10.33974000,2.550,5.00000,1.650000,0.000000,55.90,777,89.130,24.950000,,5378.00,0.73,0.76,-0.297,4.60,0.300,3.18827,4.0000,15.2819000
Kepler-29 c,Kepler-29,c,1,2,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,13.28613000,2.340,4.50000,1.910000,0.000000,34.40,715,89.970,31.830000,,5378.00,0.73,0.76,-0.297,4.60,0.300,3.45528,4.0000,15.2819000
Kepler-290 b,Kepler-290,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,14.58934700,2.250,5.69000,2.740000,0.000000,22.64,594,88.860,47.440000,,5147.00,0.74,0.80,-0.586,4.62,1.100,9.48752,,15.5648000
Kepler-290 c,Kepler-290,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,36.77031000,2.700,7.75000,2.160000,0.000000,6.60,437,89.440,33.900000,,5147.00,0.74,0.80,-0.586,4.62,1.100,2.44273,,15.5648000
Kepler-291 b,Kepler-291,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.54651100,2.160,5.31000,2.900000,0.000000,627.37,1212,86.200,11.910000,,6002.00,1.02,0.90,0.071,4.47,0.300,2.54384,,15.8985000
Kepler-291 c,Kepler-291,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.70078600,1.880,4.19000,3.470000,0.000000,332.74,1035,88.150,27.020000,,6002.00,1.02,0.90,0.071,4.47,0.300,11.48591,,15.8985000
Kepler-292 b,Kepler-292,b,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.58082700,1.320,2.30000,5.500000,0.000000,394.30,1130,89.000,4.500000,,5299.00,0.83,0.85,-0.337,4.54,5.130,2.14949,,15.9419000
Kepler-292 c,Kepler-292,c,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.71533500,1.470,2.76000,4.770000,0.000000,242.42,1001,88.250,5.800000,,5299.00,0.83,0.85,-0.337,4.54,5.130,1.67835,,15.9419000
Kepler-292 d,Kepler-292,d,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,7.05567900,2.230,5.60000,2.770000,0.000000,103.00,808,89.000,17.530000,,5299.00,0.83,0.85,-0.337,4.54,5.130,2.04738,,15.9419000
Kepler-292 e,Kepler-292,e,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,11.97901000,2.670,7.61000,2.200000,0.000000,50.92,678,89.830,24.920000,,5299.00,0.83,0.85,-0.337,4.54,5.130,2.04037,,15.9419000
Kepler-292 f,Kepler-292,f,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,20.83423700,2.350,6.12000,2.590000,0.000000,24.32,563,89.560,18.300000,,5299.00,0.83,0.85,-0.337,4.54,5.130,1.84341,,15.9419000
Kepler-293 b,Kepler-293,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,19.25419600,3.070,9.64000,1.830000,0.000000,28.94,657,88.860,32.870000,,5804.00,0.96,0.94,-0.233,4.50,0.500,1.81242,,15.3334000
Kepler-293 c,Kepler-293,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,54.15574300,3.830,14.00000,1.370000,0.000000,7.29,466,88.780,43.500000,,5804.00,0.96,0.94,-0.233,4.50,0.500,0.80416,,15.3334000
Kepler-294 b,Kepler-294,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.70121200,1.770,3.78000,3.750000,0.000000,329.80,1087,89.090,11.634000,,5913.00,0.98,0.95,-0.148,4.49,0.600,2.17431,,15.8186000
Kepler-294 c,Kepler-294,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.62640000,2.710,7.80000,2.150000,0.000000,151.49,895,89.610,16.270000,,5913.00,0.98,0.95,-0.148,4.49,0.600,1.58309,,15.8186000
Kepler-295 b,Kepler-295,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,12.64516400,1.220,1.98000,5.990000,0.000000,391.01,741,77.820,4.410000,,5603.00,0.90,0.89,0.629,4.44,8.800,0.01018,,14.4325000
Kepler-295 c,Kepler-295,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,21.52625800,1.170,1.71000,5.870000,0.000000,192.14,621,86.200,19.860000,,5603.00,0.90,0.89,0.629,4.44,8.800,0.31964,,14.4325000
Kepler-295 d,Kepler-295,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,33.88405400,1.360,2.42000,5.290000,0.000000,104.96,533,85.870,14.700000,,5603.00,0.90,0.89,0.629,4.44,8.800,0.03922,,14.4325000
Kepler-296 b,Kepler-296,b,2,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.86438400,1.610,3.22000,3.000000,0.330000,6.50,495,88.580,35.500000,M2 V,3740.00,0.48,0.50,-1.509,4.77,13.900,6.40000,,15.9015000
Kepler-296 c,Kepler-296,c,2,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.84163660,2.000,4.66000,1.200000,0.330000,14.80,606,89.940,23.500000,M2 V,3740.00,0.48,0.50,-1.509,4.77,13.900,6.40000,,15.9015000
Kepler-296 d,Kepler-296,d,2,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,19.85029100,2.090,5.02000,1.900000,0.330000,2.90,403,89.770,53.100000,M2 V,3740.00,0.48,0.50,-1.509,4.77,13.900,6.40000,,15.9015000
Kepler-296 e,Kepler-296,e,2,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,34.14211000,1.530,2.96000,4.100000,0.330000,1.41,337,89.890,76.200000,M2 V,3740.00,0.48,0.50,-1.569,4.77,4.200,6.40000,,15.9015000
Kepler-296 f,Kepler-296,f,2,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,63.33627000,1.800,3.89000,3.200000,0.330000,0.62,274,89.950,115.100000,M2 V,3740.00,0.48,0.50,-1.569,4.77,4.200,6.40000,,15.9015000
Kepler-297 b,Kepler-297,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,38.87182600,2.870,48.50000,11.300000,0.000000,16.46,509,89.970,50.414000,,5619.00,0.92,0.98,-0.096,4.47,1.900,1.60443,,14.1922000
Kepler-297 c,Kepler-297,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,74.92013700,6.540,42.10000,0.827000,0.000000,6.86,409,89.470,78.200000,,5619.00,0.92,0.98,-0.096,4.47,1.900,1.88515,,14.1922000
Kepler-298 b,Kepler-298,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.47546400,1.960,4.50000,3.280000,0.000000,24.71,540,88.610,34.090000,,4465.00,0.58,0.66,-0.733,4.71,2.400,6.83183,,15.4179000
Kepler-298 c,Kepler-298,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,22.92881000,1.930,4.38000,3.350000,0.000000,8.70,416,89.150,42.000000,,4465.00,0.58,0.66,-0.733,4.71,2.400,6.34932,,15.4179000
Kepler-298 d,Kepler-298,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,77.47363300,2.500,6.80000,2.390000,0.000000,1.72,277,89.570,95.000000,,4465.00,0.58,0.66,-0.733,4.71,2.400,3.24928,,15.4179000
Kepler-299 b,Kepler-299,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.92712800,1.320,2.30000,5.500000,0.000000,622.07,1258,89.720,8.902000,,5617.00,1.03,0.95,-0.044,4.39,0.400,1.15252,,15.0103000
Kepler-299 c,Kepler-299,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.88587500,2.650,7.51000,2.220000,0.000000,198.55,946,78.690,4.860000,,5617.00,1.03,0.95,-0.044,4.39,0.400,0.63018,,15.0103000
Kepler-299 d,Kepler-299,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,15.05478600,1.860,4.12000,3.520000,0.000000,69.96,729,89.200,16.530000,,5617.00,1.03,0.95,-0.044,4.39,0.400,1.02421,,15.0103000
Kepler-299 e,Kepler-299,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,38.28548900,1.870,4.16000,3.500000,0.000000,20.17,534,89.850,44.900000,,5617.00,1.03,0.95,-0.044,4.39,0.400,1.16796,,15.0103000
Kepler-30 b,Kepler-30,b,1,3,0,Transit,2012,2012-07,Space,Kepler,0.95 m Kepler Telescope,29.33434000,3.900,11.30000,1.020000,0.042000,16.38,524,90.179,37.700000,,5498.00,0.95,0.99,-0.237,4.77,2.000,2.00000,1.9400,15.3761000
Kepler-30 c,Kepler-30,c,1,3,0,Transit,2012,2012-07,Space,Kepler,0.95 m Kepler Telescope,60.32310500,12.300,640.00000,1.880000,0.011100,6.22,411,90.323,61.300000,,5498.00,0.95,0.99,-0.237,4.77,2.000,2.00000,1.9400,15.3761000
Kepler-30 d,Kepler-30,d,1,3,0,Transit,2012,2012-07,Space,Kepler,0.95 m Kepler Telescope,143.34394000,8.800,23.10000,0.190000,0.022000,1.96,308,89.841,109.100000,,5498.00,0.95,0.99,-0.237,4.77,2.000,2.00000,1.9400,15.3761000
Kepler-300 b,Kepler-300,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.44634700,1.670,3.43000,4.050000,0.000000,265.19,812,84.300,13.000000,,5986.00,0.90,1.07,0.340,4.53,3.630,1.21929,,14.1797000
Kepler-300 c,Kepler-300,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,40.71495500,2.250,5.69000,2.740000,0.000000,43.25,516,88.740,32.300000,,5986.00,0.90,1.07,0.340,4.53,3.630,0.39973,,14.1797000
Kepler-301 b,Kepler-301,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.50855300,1.350,2.39000,5.340000,0.000000,665.44,1278,89.940,8.366000,,5815.00,0.90,0.98,-0.080,4.53,4.170,1.76008,,14.2737000
Kepler-301 c,Kepler-301,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.41902600,1.350,2.39000,5.340000,0.000000,238.48,989,87.990,18.428000,,5815.00,0.90,0.98,-0.080,4.53,4.170,4.03105,,14.2737000
Kepler-301 d,Kepler-301,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,13.75124300,1.750,3.71000,3.800000,0.000000,68.93,725,89.210,19.400000,,5815.00,0.90,0.98,-0.080,4.53,4.170,1.75104,,14.2737000
Kepler-302 b,Kepler-302,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,30.18410400,4.060,15.50000,1.270000,0.000000,31.25,634,89.980,40.330000,,5740.00,1.22,1.02,0.049,4.29,0.500,1.35151,,15.4911000
Kepler-302 c,Kepler-302,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,127.28218400,12.450,,,0.000000,4.58,392,89.510,97.120000,,5740.00,1.22,1.02,0.049,4.29,0.500,1.06975,,15.4911000
Kepler-303 b,Kepler-303,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,1.93705500,0.890,0.64000,4.990000,0.000000,145.44,802,89.410,10.175000,M0 V,3944.00,0.48,0.57,-1.066,4.77,3.310,5.28345,,14.3960000
Kepler-303 c,Kepler-303,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,7.06114900,1.140,1.55000,5.750000,0.000000,25.85,521,88.380,54.222000,M0 V,3944.00,0.48,0.57,-1.066,4.77,3.310,60.48401,,14.3960000
Kepler-304 b,Kepler-304,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.29570900,2.860,8.55000,2.010000,0.000000,139.15,875,88.890,13.830000,,4731.00,0.69,0.80,-0.662,4.63,2.090,4.07394,,14.8308000
Kepler-304 c,Kepler-304,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.31594600,2.170,5.35000,2.880000,0.000000,73.60,746,88.470,37.980000,,4731.00,0.69,0.80,-0.662,4.63,2.090,36.68262,,14.8308000
Kepler-304 d,Kepler-304,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,9.65347100,2.750,8.00000,2.110000,0.000000,33.16,611,89.670,25.950000,,4731.00,0.69,0.80,-0.662,4.63,2.090,3.54622,,14.8308000
Kepler-304 e,Kepler-304,e,1,4,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.49914695,1.200,1.87000,5.950000,0.000000,397.25,1137,87.540,8.065000,,4817.00,0.73,0.80,-0.662,4.61,2.090,4.41479,,14.8308000
Kepler-305 b,Kepler-305,b,1,4,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,5.48700000,3.600,10.50000,1.240000,0.000000,112.91,836,84.980,9.400000,,5117.00,0.80,0.76,-0.423,4.51,4.370,0.68028,,15.7661000
Kepler-305 c,Kepler-305,c,1,4,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,8.29100000,3.300,6.00000,0.917000,0.000000,65.10,728,83.450,12.400000,,5117.00,0.80,0.76,-0.423,4.51,4.370,0.14861,,15.7661000
Kepler-305 d,Kepler-305,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,16.73866100,2.710,9.10000,2.500000,0.000000,25.52,576,89.270,54.490000,,5100.00,0.79,0.85,-0.423,4.56,4.370,10.92546,,15.7661000
Kepler-305 e,Kepler-305,e,1,4,0,Transit,2020,2020-08,Space,Kepler,0.95 m Kepler Telescope,3.20538000,1.794,3.87000,3.680000,0.000000,236.11,1000,87.100,11.510000,,4974.00,0.83,0.82,-0.423,4.52,4.370,2.04185,,15.7661000
Kepler-306 b,Kepler-306,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.64618600,1.520,2.92000,4.570000,0.000000,127.25,830,83.180,15.200000,,4954.00,0.72,0.81,-0.469,4.61,2.630,3.07953,,15.5524000
Kepler-306 c,Kepler-306,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,7.24019300,2.350,6.12000,2.590000,0.000000,70.45,716,88.290,19.580000,,4954.00,0.72,0.81,-0.469,4.61,2.630,2.71033,,15.5524000
Kepler-306 d,Kepler-306,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,17.32664400,2.470,6.66000,2.430000,0.000000,21.98,535,88.000,28.640000,,4954.00,0.72,0.81,-0.469,4.61,2.630,1.48104,,15.5524000
Kepler-306 e,Kepler-306,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,44.84097500,2.270,5.77000,2.710000,0.000000,6.18,390,88.500,63.900000,,4954.00,0.72,0.81,-0.469,4.61,2.630,2.45486,,15.5524000
Kepler-307 b,Kepler-307,b,1,2,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,10.42080000,2.430,7.44000,2.620000,0.000000,59.70,797,88.230,22.400000,,5367.00,0.81,0.91,-0.122,4.46,13.500,1.73492,,14.0561000
Kepler-307 c,Kepler-307,c,1,2,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,13.07290000,2.200,3.64000,1.740000,0.000000,44.00,739,88.370,20.340000,,5367.00,0.81,0.91,-0.122,4.46,13.500,1.64444,,14.0561000
Kepler-308 b,Kepler-308,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,9.69492800,2.120,5.14000,2.960000,0.000000,108.64,833,89.360,27.700000,,5895.00,0.94,0.92,-0.116,4.51,0.500,3.68154,,15.8506000
Kepler-308 c,Kepler-308,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,15.38231000,2.160,5.31000,2.900000,0.000000,58.68,714,89.970,31.470000,,5895.00,0.94,0.92,-0.116,4.51,0.500,2.26029,,15.8506000
Kepler-309 b,Kepler-309,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.92365300,1.560,3.05000,4.410000,0.000000,99.49,531,89.850,17.510000,M0 V,4713.00,0.72,0.67,-0.574,4.61,3.020,2.80440,,15.1261000
Kepler-309 c,Kepler-309,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,105.35638300,2.510,6.85000,2.380000,0.000000,2.14,204,89.710,79.000000,M0 V,4713.00,0.72,0.67,-0.574,4.61,3.020,4.45517,,15.1261000
Kepler-31 b,Kepler-31,b,1,3,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,20.86130000,5.500,25.90000,0.855000,0.000000,91.47,781,89.880,31.855000,,6340.00,1.22,1.21,0.301,4.70,0.280,1.40526,,15.2240000
Kepler-31 c,Kepler-31,c,1,3,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,42.63180000,5.300,1493.70000,,0.000000,35.25,615,89.850,28.700000,,6340.00,1.22,1.21,0.301,4.70,0.280,1.64062,,15.2240000
Kepler-31 d,Kepler-31,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,87.64510000,3.900,2161.24400,,0.000000,13.49,484,89.890,46.300000,,6340.00,1.22,1.21,0.301,4.70,0.280,1.11917,,15.2240000
Kepler-310 b,Kepler-310,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,13.93069800,1.190,1.81000,5.900000,0.000000,45.97,665,87.460,18.500000,,5797.00,0.88,0.91,-0.239,4.52,1.900,10.54459,,14.2650000
Kepler-310 c,Kepler-310,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,56.47542000,3.380,11.40000,1.620000,0.000000,7.11,417,88.810,47.000000,,5797.00,0.88,0.91,-0.239,4.52,1.900,0.33372,,14.2650000
Kepler-310 d,Kepler-310,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,92.87612500,2.470,7.00000,3.300000,0.000000,3.66,353,88.820,44.300000,,5797.00,0.88,0.91,-0.239,4.52,1.900,0.52514,,14.2650000
Kepler-311 b,Kepler-311,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,9.17609200,1.700,3.53000,3.950000,0.000000,201.36,960,89.630,16.573000,,5905.00,1.19,1.08,0.193,4.31,1.950,1.01776,,13.7537000
Kepler-311 c,Kepler-311,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,19.73828600,1.430,2.63000,4.940000,0.000000,72.46,744,88.060,14.100000,,5905.00,1.19,1.08,0.193,4.31,1.950,0.57244,,13.7537000
Kepler-312 b,Kepler-312,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,1.77241900,1.290,2.21000,5.660000,0.000000,4124.02,1685,89.940,5.572000,,6115.00,1.47,1.20,0.598,4.19,1.480,0.30899,,12.9211000
Kepler-312 c,Kepler-312,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,19.74741200,3.150,10.10000,1.780000,0.000000,165.82,754,89.060,44.990000,,6115.00,1.47,1.23,0.598,4.19,1.480,0.30899,,12.9211000
Kepler-313 b,Kepler-313,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,14.97041800,2.530,6.94000,2.350000,0.000000,143.33,883,88.910,13.000000,,5727.00,1.54,1.08,0.312,4.13,6.610,0.53698,,14.1106000
Kepler-313 c,Kepler-313,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,32.27327300,2.570,7.13000,2.310000,0.000000,51.50,683,88.500,21.600000,,5727.00,1.54,1.08,0.312,4.13,6.610,0.51978,,14.1106000
Kepler-314 b,Kepler-314,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.46106900,0.830,0.49800,4.790000,0.000000,488.67,1195,85.400,9.100000,,5378.00,0.95,1.02,-0.226,4.46,2.400,1.49432,,12.5226000
Kepler-314 c,Kepler-314,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.96039200,2.900,8.75000,1.970000,0.000000,149.98,890,85.570,16.400000,,5378.00,0.95,1.02,-0.226,4.46,2.400,1.49432,,12.5226000
Kepler-315 b,Kepler-315,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,96.10114100,3.770,13.70000,1.400000,0.000000,6.67,409,88.260,26.890000,,5796.00,1.04,0.98,0.004,4.38,4.900,0.03981,,15.2885000
Kepler-315 c,Kepler-315,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,265.46933500,4.150,16.10000,1.240000,0.000000,1.72,291,89.310,79.800000,,5796.00,1.04,0.98,0.004,4.38,4.900,0.23769,,15.2885000
Kepler-316 b,Kepler-316,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.24050800,1.060,1.20000,5.540000,0.000000,164.78,837,87.630,11.500000,,4204.00,0.52,0.59,-0.936,4.74,3.310,5.73497,,15.1944000
Kepler-316 c,Kepler-316,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.82776600,1.160,1.65000,5.810000,0.000000,37.38,577,89.090,21.950000,,4204.00,0.52,0.59,-0.936,4.74,3.310,4.28989,,15.1944000
Kepler-317 b,Kepler-317,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.52424200,2.090,109.80000,66.100000,0.000000,151.65,976,87.890,15.160000,,5497.00,0.94,0.86,-0.208,4.49,3.720,1.48079,,15.4571000
Kepler-317 c,Kepler-317,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,8.77501000,1.720,3.61000,3.900000,0.000000,81.76,837,88.450,18.430000,,5497.00,0.94,0.86,-0.208,4.49,3.720,1.53878,,15.4571000
Kepler-318 b,Kepler-318,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.66271500,4.710,19.90000,1.050000,0.000000,333.15,1039,87.660,13.444000,,5746.00,1.19,1.02,0.004,4.33,1.620,2.11450,,13.2810000
Kepler-318 c,Kepler-318,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,11.81500700,3.680,13.10000,1.440000,0.000000,96.51,762,87.150,36.756000,,5746.00,1.19,1.02,0.004,4.33,1.620,1.79265,,13.2810000
Kepler-319 b,Kepler-319,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.36270500,1.630,3.29000,4.170000,0.000000,253.66,1023,86.030,15.420000,,5526.00,0.90,0.96,-0.181,4.49,3.550,3.64696,,13.7908000
Kepler-319 c,Kepler-319,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.94135700,2.630,7.41000,2.240000,0.000000,136.34,876,86.780,30.380000,,5526.00,0.90,0.96,-0.181,4.49,3.550,11.00889,,13.7908000
Kepler-319 d,Kepler-319,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,31.78192500,2.290,5.86000,2.680000,0.000000,17.96,528,89.850,29.600000,,5526.00,0.90,0.96,-0.181,4.49,3.550,3.14049,,13.7908000
Kepler-32 b,Kepler-32,b,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,5.90124000,2.200,1303.00000,,0.000000,22.02,514,89.920,20.645000,M1 V,3900.00,0.53,0.58,-1.292,4.64,2.690,4.21511,,15.8123000
