pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor
613.2,12.9,1589.15,4.07,0.24,,,,
324.0,13.2,899.42,2.15,0.46,,,,
663.2,13.2,114.41,0.273,0.14,,,,
1818.0,13.8,295.57,0.618,0.2,,,,
610.2,12.7,2002.329,5.37,0.28,,,,
937.70001,13.7,362.3262,0.774,0.23,,,,
4000.0,13.1,113.46531,0.277,0.458,,,,
1121.79,13.9,262.20975,0.537,0.079,,,,
83.9151,12.44,3397.6027,9.7,0.34,,,,
493.7,13.7,349.6,0.747,0.144,,,,
4319.0,14.1,194.19413,0.381,0.0,,,,
1622.1,12.9,1535.1189,3.93,0.3743,,,,
223.41,14.2,129.67464,0.249,0.193,,,,
670.0,13.6,444.962,0.972,0.0,,,,
907.0,13.7,403.6441,0.863,0.038,,,,
2621.75,13.4,612.14058,1.4,0.157,,,,
433.70001,12.8,1789.3829,4.69,0.19,,,,
25.8,8.59,55.30242,0.479,0.15,,,,
6.1335,13.2,886.7457,2.12,0.31,,,,
1945.0,14.1,198.0,0.388,0.041,,,,
37.91,5.38,25.0,0.882,0.3,,,,
711.0,12.7,2080.0,5.58,0.4,,,,
2082.0,12.9,1430.2,3.66,0.66,,,,
63.33,13.6,479.9233,1.05,0.03,,,,
58.83,13.2,947.1334,2.26,0.07,,,,
1756.2,12.0,7043.1128,22.4,0.591,,,,
9.6737,2.4,6.3566,2.53,0.0,,,,
557.04,13.1,985.273,2.41,0.4553,,,,
4.15514,4.36,17.48065,1.16,0.049,,,,
2835.0,12.6,2313.8024,6.36,0.1172,,,,
133.60001,13.4,622.9468,1.42,0.04,,,,
960.41,10.3,75.32571,0.379,0.035,,,,
262.70862,13.3,772.3269,1.8,0.38,,,,
1708.0,13.4,575.884,1.32,0.031,,,,
1244.0,14.2,130.3103,0.25,0.41,,,,
453.019,13.5,562.24127,1.26,0.303,,,30.0,
921.538,13.0,1204.25787,3.01,0.159,,,55.95,
298.2,13.9,282.8687,0.579,0.57,,,,
1840.0,13.5,508.507,1.14,0.7,,,,
10.70871,13.7,365.49,0.781,0.029,,720.0,,
896.0,13.4,572.094,1.31,0.181,,,,
1951.0,12.1,6076.9096,18.8,0.64,,,,
2613.0,13.1,1052.0173,2.57,0.563,,,,
471.60001,12.4,3480.2385,10.0,0.27,,,,
974.0,12.8,1709.9254,4.48,0.34,,,,
1544.0,13.6,473.547,1.03,0.22,,,,
649.0,13.6,451.3186,0.986,0.33,,,,
3568.0,14.3,133.4886,0.251,0.49,,,,
5769.0,13.3,794.575,1.86,0.61,,,,
3.2696,3.16,10.1,1.76,0.45,,,,
1291.5646,5.91,29.29,0.78,0.11,,,,
258.17999,13.5,511.7063,1.14,0.23,,,,
5000.0,13.9,260.0,0.532,0.12,,,,
11.57779,1.482,4.62,7.8,0.079,114.0,911.0,88.86,20.6
27.5909,2.608,11.29,3.5,0.037,36.0,682.0,88.658,36.76
107.63,3.23,10.5,1.71,0.075,5.8,433.0,,91.1
464.29999,13.3,680.1562,1.59,0.25,,,,
330.0,9.32,63.566,0.431,0.36,,,,
14.1815,3.35,11.2,1.64,0.071,,,,
53.753,3.13,9.96,1.78,0.156,,,,
19.382,13.9,274.91,0.562,0.02,,,,
931.0,12.8,1630.4,4.27,0.12,,,,
4218.0,13.3,699.226,1.63,0.02,,,,
1125.7,12.5,3101.89,8.73,0.1,,,,
11.53533,11.5,131.89945,0.477,0.251,356.0,1228.0,88.99,10.1
1455.0,12.6,2479.0,6.81,0.533,,,,
94.44,14.3,143.34133,0.269,0.04,,,,
201.99,13.6,422.7139,0.923,0.048,,,,
1069.8,13.7,375.0394,0.801,0.074,,,,
5000.0,14.1,209.7678,0.411,0.26,,,,
653.21997,12.5,3079.7727,8.66,0.41,,,,
349.7,13.7,397.27,0.849,0.17,,,,
6005.0,12.8,1684.4,4.41,0.21,,,,
1928.0,12.9,1411.1652,3.61,0.53,,,,
1299.0,13.1,975.7381,2.39,0.0,,,,
386.29999,13.5,530.7761,1.19,0.5,,,,
2.1974,13.7,384.5743,0.822,0.07,,,,
1039.15,13.1,1122.57556,2.74,0.197,,,,
103.95,12.8,1913.3366,5.01,0.31,,,,
176.3,13.3,708.7609,1.66,0.11,,,,
2730.0,13.3,724.62,1.69,0.053,,,,
5.77152,2.42,6.44,2.5,0.172,,,,
13.5052,2.23,5.59,2.77,0.305,,,,
44.236,13.4,674.0,1.54,0.4686,,,,
1008.0,12.7,2080.0,5.58,0.133,,,,
86.78,5.82,28.55,0.796,0.07,,,,
528.4,13.7,385.0,0.823,0.26,,,,
676.6,13.7,356.28743,0.761,0.155,,,,
116.596,12.8,1633.6462,4.28,0.207,,,,
491.54,13.3,731.009,1.71,0.23,,,,
1027.0,13.9,270.144,0.553,0.52,,,,
328.55,13.7,390.9309,0.835,0.587,,,,
5062.0,12.8,1640.0028,4.3,0.125,,,,
331.5,13.6,413.179,0.903,0.16,,,,
2.87589,8.295,120.7754,0.75,0.0,,1626.0,84.55,6.8
4.07182,13.6,422.7139,0.923,0.0167,,,,
428.5,13.2,874.0325,2.09,0.031,,,,
5894.0,13.2,861.28,2.06,0.38,,,,
2918.92,13.2,845.74563,2.02,0.532,,,,
686.5,13.4,594.02427,1.36,0.04,,,,
4.75615,1.64,7.51,9.3,0.09,161.67,1001.0,88.5,13.11
17.1784,2.39,8.11,3.23,0.05,8.36,642.0,88.5,31.87
499.39999,13.2,937.5985,2.24,0.34,,,,
3341.55884,13.9,260.6206,0.533,0.04,,,,
163.94,12.8,1706.7471,4.47,0.61,,,,
408.60001,13.3,778.6835,1.82,0.46,,,,
3452.0,13.2,819.97,1.96,0.06,,,,
818.8,13.2,826.358,1.97,0.04,,,,
194.3,13.8,314.6517,0.658,0.17,,,,
391.9,13.9,261.0,0.534,0.16,,,,
131.05,12.5,3140.1604,8.83,0.71,,,,
4191.0,12.6,2733.338,7.51,0.231,,,,
842.2,14.0,235.18,0.471,0.22,,,,
4.6455,1.87,4.15,3.49,0.0,,,,
359.51001,12.4,3391.2461,9.77,0.85,,,,
521.0,13.5,486.2799,1.09,0.29,,,,
2.178,1.214,2.22,6.12,,1460.74,1577.0,,
3.432,2.23,5.6,2.77,,,,,
5.1980814,2.18,5.41,2.87,,,,,
7.951,2.34,6.08,2.61,,,,,
12.028,2.35,6.14,2.6,,,,,
820.2,12.3,4449.62,13.1,0.13,,,,
12.62,13.7,359.13,0.767,0.02,,,,
248.4,13.4,603.9,1.38,0.075,,,,
1184.1,13.3,704.94694,1.65,0.024,,,,
351.0,14.0,244.09344,0.489,0.184,,,,
577.2,13.8,296.85322,0.621,0.095,,,,
2149.0,13.0,1150.5446,2.88,0.099,,,,
643.25,13.5,532.68308,1.19,0.128,,,,
4205.8,13.4,576.519,1.32,0.0985,,,,
9.6386,3.24,10.5547,1.71,0.172,,900.0,,
310.55,14.2,165.8685,0.318,0.0666,,,,
75.523,10.9,82.6358,0.351,0.25,,,,
990.0,12.8,1620.933,4.25,0.6,,,,
8.4282,12.5,3127.4472,8.8,0.28,,,,
75.2203,13.9,249.05159,0.51,0.7441,,,,
1272.0,13.3,699.54383,1.63,0.08,,,,
17.24,5.0,22.1,0.972,0.2,,,,
280.17,14.3,140.79869,0.265,0.238,,,,
40.0,4.16,16.14,1.23,0.088,,,,
641.472,13.4,635.0,1.45,0.35,,,,
1207.0,13.3,116.0,0.271,0.08,0.16,159.0,,454.9
75.74,3.66,13.0,1.46,0.12,6.29,400.0,,72.1
12.458,1.83,4.0,3.59,0.12,,,,
434.5,13.2,918.5287,2.19,0.2,,,,
270.0,12.7,2040.0,5.47,0.63,,,,
5144.0,13.1,1121.89,2.74,0.734,,,,
420.77,13.5,540.29,1.21,0.089,,,,
58.11247,12.6,2434.157,6.69,0.52883,,,,
1749.83,12.2,5464.221,16.5,0.2113,,,,
6.404,11.1,85.8141,0.345,0.11,,900.0,,
533.0,12.5,2793.7257,7.86,0.64,,,,
225.62,13.2,915.31,2.19,0.31,,345.0,,
2102.0,13.0,1283.98,3.21,0.33,,,,
1145.0,14.1,209.7678,0.411,0.11,,,,
359.89999,12.5,3219.6179,9.06,0.17,,,,
550.0,13.2,832.7146,1.99,0.59,,,,
1532.0,13.2,864.4976,2.07,0.234,,,,
21.21663,12.33,1115.5833,3.78,0.68,,883.0,87.82,23.34
323.6,13.2,858.1,2.05,0.21,,,,
1290.0,12.5,2850.9351,8.02,0.54,,,,
298.43,14.1,190.06234,0.373,0.11,,,,
29.01,2.94,8.98,1.94,0.11,,,,
623.8,13.9,276.5121,0.566,0.13,,,,
6.4898,2.26,5.74,2.73,0.066,83.5,,,
16.8191,2.98,9.18,1.91,0.111,23.5,,,
44.505,4.0,15.1,1.3,0.0593,,,,
410.10001,13.5,537.1327,1.2,0.1,,,,
110.9,7.87,47.6725,0.537,0.3,,,,
71.484,12.6,2552.1749,7.01,0.11,,,,
14.479,5.48,25.74423,0.86,0.049,,,,
3.092514,13.9,291.12,0.596,0.022,,,,
213.72,13.3,697.31902,1.63,0.081,,,,
2278.0,13.1,1010.6994,2.47,0.148,,,,
396.03,12.1,6397.9179,19.8,0.26,,,,
105.911,3.53,12.214,1.53,0.101,,,,
510.9,13.5,535.54355,1.2,0.107,,,,
7462.0575,12.6,2660.2371,7.31,0.73,,,,
564.1,13.2,807.2882,1.93,0.022,,,,
9.3743,2.4,6.3566,2.53,0.4,,,,
962.0,14.1,203.0,0.398,0.28,,,,
2172.0,14.2,171.0,0.328,0.48,,,,
956.0,14.0,127.132,0.255,0.26,,,,
626.51599,13.0,1255.4285,3.14,0.36,,,,
3070.0,13.0,1134.61,2.84,0.239,,,,
17.471278,3.55,19.7,2.39,0.28,58.1,769.0,89.33,29.1
6.83776,13.8,321.0083,0.671,0.229,,,,
1019.74,13.9,265.70588,0.544,0.251,,,,
3.0965828,14.2,166.218,0.319,0.0103,,,,
3810.0,13.4,632.46,1.44,0.252,,,,
766.0,13.1,1080.622,2.64,0.04,,,,
461.2,13.6,476.72,1.04,0.137,,,,
2.21857567,12.666,359.1479,0.943,0.0,356.0,1209.0,85.71,8.84
11.72,4.21,16.46,1.21,0.14,,,,
2915.03687,13.5,489.4582,1.09,0.31,,,,
17.111,4.59,19.069,1.08,0.237,,,,
1176.45,13.4,630.89255,1.44,0.224,,,,
4885.0,13.1,985.2,2.41,0.57,,,,
1606.3,12.6,2707.9116,7.44,0.259,,,,
8.880403,3.42,11.6,1.59,,99.07,812.0,88.18,
28.58059,3.23,10.5,1.71,,20.85,552.0,89.124,
38.3561,3.16,10.1,1.76,,,499.0,89.49,
24.3556,14.2,177.9848,0.342,0.05,,486.0,,
74.72,4.27,16.9,1.19,0.13,,355.0,90.0,
525.8,5.25,24.0,0.911,0.32,,185.0,90.0,
340.94,13.4,666.17168,1.52,0.082,,,,
18.20132,13.0,1264.9634,3.16,0.01,,,,
1378.0,13.1,1010.6994,2.47,0.23,,,,
3638.0,12.7,2192.9,5.88,0.66,,,,
1333.0,13.2,819.97,1.96,0.48,,,,
1035.7,13.9,251.0,0.514,0.22,,,,
466.2,13.6,435.41,0.951,0.063,,,,
11.8482,3.43,11.66,1.59,0.36,,,,
33.9239,3.89,14.44,1.35,0.1,,,,
606.3,13.5,508.21017,1.14,0.087,,,,
852.5,13.7,385.84562,0.825,0.243,,,,
1260.0,12.2,5689.157,17.2,0.22,,,7.7,
517.8,,634.38868,,0.011,,,90.0,
946.6,,592.43512,,0.028,,,90.0,
3.308958,17.318,323.23311,0.343,0.038,3440.0,2132.0,84.51,4.33
,12.0,7656.097,24.3,,,1206.0,,
1552.9,12.6,2479.074,6.81,0.289,,,,
1120.0,12.7,1999.1507,5.36,0.71,,,,
1920.09998,13.1,1099.6918,2.69,0.23,,,,
34.905,4.38,17.6,1.15,0.155,,,,
1733.0,10.1,73.1009,0.39,0.37,,,,
279.8,13.6,435.41,0.951,0.27,,,,
96.045,6.47,34.2,0.694,0.23,,,,
673.2,13.4,647.10188,1.48,0.1,,,,
5.3135,1.21,1.93,5.99,0.1,,,,
13.8905,2.17,5.33,2.87,0.09,,,,
29.158,3.25,10.61,1.7,0.11,,,,
85.5073,3.83,14.03,1.37,0.06,,,,
597.0643,13.6,472.83,1.03,0.95,,,,
160.07,14.2,177.9848,0.342,0.197,,,,
1155.7,14.0,232.0159,0.465,0.27,,,,
18.315,1.45,2.7,4.87,0.0,,660.0,90.0,
40.114,1.35,2.4,5.36,0.0,,508.0,90.0,
90.309,2.04,4.8,3.11,0.0,,388.0,90.0,
147.02,2.03,4.77,3.13,0.29,,,,
130.08,14.2,165.265,0.317,0.24,,,,
875.5,12.5,3146.4,8.85,0.08,,,,
380.85001,13.7,397.2875,0.849,0.75,,,,
352.7,13.6,444.962,0.972,0.07,,,,
3.52474859,15.581,232.0159,0.362,0.0,,1459.0,86.71,8.81
649.918,14.3,153.1,0.288,0.24,,,,
442.19,13.6,410.0007,0.896,0.48,,,,
354.1,13.4,574.63664,1.31,0.028,,,,
1558.0,14.0,212.9461,0.426,0.68,,,,
25.201,3.66,13.0,1.46,0.15,,,,
2.24571,14.2,162.0933,0.311,0.0,,,,
380.7,13.3,759.6137,1.77,0.076,,,,
882.70001,12.8,1773.4914,4.65,0.42,,,,
1.008035,1.745,8.83,9.15,0.0,3254.39,2128.0,80.09,3.927
4.78503,4.71,19.95,1.05,0.0,,1265.0,,
84.288,9.52,65.9,0.42,0.4,,,,
1854.4,12.1,6451.949,20.0,0.1641,,,,
5.75999,1.19,1.819,5.93,0.0,,,,
7.28243,1.17,1.72,5.9,0.0,,,,
10.86499,1.48,2.801,4.75,0.0,,,,
25.1967,1.51,2.877,4.59,0.0,,,,
3.93404,2.4,6.3566,2.53,0.16,,,,
567.94,12.5,104.3,0.293,0.49,,,,
1311.0,13.7,400.4,0.856,0.07,,,,
1334.28,13.3,706.53609,1.65,0.317,,,,
35.45,3.18,10.26,1.75,0.09,,,,
154.43,3.03,9.44,1.86,0.12,,,,
148.60001,13.8,333.7215,0.698,0.38,,,,
118.45,14.1,181.1631,0.355,0.37,,,,
22.6786,2.8,8.23,2.06,0.12,,,,
53.7357,4.34,17.37,1.17,0.07,,,,
7.12682,13.6,413.179,0.903,0.13,,,,
4270.0,13.2,826.32,1.97,0.517,,,,
7.78993,0.892,3.7,31.93,,67.83,701.0,88.9,21.8
1319.0,12.3,4131.62,12.2,0.4,,,,
3501.3,12.1,6865.128,21.3,0.7621,,,,
225.7,9.32,63.566,0.431,0.3,,,,
5501.0,12.5,3302.11,9.29,0.77,,,,
3.092926,1.602,4.74,6.34,0.0,176.2,1015.0,85.05,
6.76458,1.511,4.36,6.95,0.062,62.1,782.0,87.28,
46.859,1.61,16.17,,0.138,4.72,410.0,,
22.717,1.31,7.3,,0.148,12.38,523.0,,
94.2,3.28,10.80622,1.68,0.0,,,,
2247.0,12.7,108.0622,0.29,0.06,,,,
2093.3,13.8,317.83,0.665,0.4,,,,
6.03607,4.71,16.6,0.87,0.0,139.43,1073.0,86.38,13.27
3.83492,4.85,20.97678,1.01,0.101,,,,
4682.0,12.3,4640.318,13.7,0.8102,,,,
672.09998,12.2,5288.6912,16.0,0.14,,,,
1728.0,9.32,63.566,0.431,0.187,,,,
2266.4,13.7,355.33394,0.759,0.054,,,,
3724.7,13.6,460.8,1.01,0.51,,,,
218.47,13.1,1010.6994,2.47,0.404,,,,
456.1,13.1,982.05,2.4,0.08,,,,
14.2767,9.17,60.5,0.431,0.115,174.31,1012.0,85.75,8.97
22482.0,12.5,3082.951,8.67,0.42,,,,
1173.0,13.5,511.7063,1.14,0.123,,,,
871.0,13.5,495.8148,1.11,0.08,,,,
3999.0,13.4,673.7996,1.54,0.16,,,,
572.38,12.6,2660.2371,7.31,0.73,,,,
1189.1,12.8,1897.4451,4.97,0.464,,,,
26.6904,14.0,222.481,0.446,0.104,,,,
528.07,12.3,4338.2,12.8,0.8191,,,,
730.59998,13.2,829.5363,1.98,0.1,,,,
1211.17,13.5,485.32641,1.08,0.406,,,,
141.63,13.7,359.1479,0.768,0.13,,,,
192.0,12.7,2089.644,5.61,0.05,,,,
2058.0,13.5,565.7374,1.26,0.359,,,,
17.667,1.872,17.92,15.0,0.0,10.43,500.0,,
29.625,2.149,17.18,9.51,0.0,23.48,613.0,,
1561.0,12.5,2870.0049,8.07,0.27,,,,
13.671,2.52,6.89,2.37,0.3,8.1,470.0,,
4100.0,12.8,1906.98,5.0,0.56,,,,
501.75,12.8,1655.82,4.34,0.15,,,,
745.70001,12.2,5050.3187,15.3,0.4,,,,
3668.0,13.0,1226.8238,3.07,0.04,,,,
535.59998,12.3,4096.8287,12.1,0.35,,,,
2.0455,3.46,11.8,1.57,0.22,,,,
6019.32,12.9,1423.8784,3.64,0.39,,,,
1802.29,13.9,290.81445,0.595,0.042,,,,
3.4442,14.3,133.4886,0.251,0.0,,,,
4.12688,16.141,371.8611,0.486,0.091,1451.24,2061.0,89.252,7.6974
42.378,2.84,8.47,2.03,0.04,,,,
428.1,13.5,495.8,1.11,0.06,,,,
2198.14,13.6,474.83802,1.04,0.141,,,,
18.02,14.1,211.35695,0.414,0.047,,,,
36.07,8.24,51.48846,0.506,0.015,,,,
5174.0,12.8,1721.04945,4.51,0.389,,,,
379.0,12.8,1875.197,4.91,0.05,,,,
1116.0,13.7,368.67,0.788,0.81,,,,
6.0881,13.8,311.4734,0.651,0.09,,,,
8.7836,2.83,8.4,2.04,0.0,,450.0,,
380.2,13.5,490.09386,1.09,0.149,,,,
1362.3,13.3,762.792,1.78,0.459,,,,
2443.0,13.3,772.3269,1.8,0.08,,,,
311.60001,13.6,435.4271,0.951,0.13,,,,
2527.83,12.6,2740.33026,7.53,0.162,,,,
11613.0,12.6,2415.508,6.64,0.22,,,,
1157.0,13.7,387.7526,0.829,0.76,,,,
1684.0,14.3,149.37,0.281,0.18,,,,
847.0,13.5,491.68301,1.1,0.061,,,,
466.0,14.1,197.0546,0.386,0.3,,,,
16.5535,3.22,10.47,1.72,0.1,,,,
51.2053,3.85,14.16,1.36,0.04,,,,
271.6737,3.46,11.82,1.57,0.24,,,,
0.959624,1.7,5.02,5.6,0.0,1625.0,1669.0,88.4,4.18
29.83832,2.86,9.8,1.97,0.267,16.6,531.0,89.33,42.19
8.509,2.52,6.9,2.37,0.36,88.9,,,
157.54,13.1,966.16,2.36,0.01,,,,
2372.0,14.0,222.481,0.446,0.07,,,,
3.38773,14.3,152.5584,0.287,0.0,,990.0,,
326.0,13.6,440.19455,0.962,0.066,,,,
834.0,12.8,1897.4451,4.97,0.05,,,,
18.71204,9.718,77.55052,0.464,0.032,98.09,876.0,89.68,24.21
18.1991,12.5,104.56607,0.294,0.399,,,,
388.0,12.5,2892.1,8.14,0.34,,,,
551.40002,13.4,638.8383,1.46,0.15,,,,
916.0,13.5,556.2025,1.24,0.13,,,,
1049.0,13.9,260.6206,0.533,0.27,,,,
214.67,8.42,53.5,0.492,0.036,,,,
117.87,6.07,30.7,0.754,0.027,,,,
49.175,4.26,16.8,1.19,0.09,,,,
676.8,6.88,37.9,0.64,0.031,,,,
5700.0,13.6,120.6,0.263,0.032,,,,
82.467,13.0,1195.0408,2.99,0.389,,,,
62.25,10.1,72.46524,0.386,0.645,,,,
154.378,14.0,214.53525,0.43,0.054,,,,
885.5,14.1,207.22516,0.406,0.125,,,,
1862.0,14.0,221.20968,0.443,0.16,,,,
55.01292,13.2,854.9627,2.04,0.6745,,,,
2720.0,13.1,1013.8777,2.48,0.03,,,,
363.20001,14.0,127.132,0.255,0.41,,,,
14.30944,13.9,253.31051,0.518,0.28,,,,
2136.1,12.3,4128.6117,12.2,0.3407,,,,
685.25,12.5,3082.31534,8.67,0.017,,,,
2093.07,12.3,4100.007,12.1,0.637,,,51.2,
3.2498,2.85,8.5,2.02,0.14,,,,
4.3123,1.83,4.0,3.59,0.2,,910.0,,
9.6184,2.46,6.6,2.44,0.06,,696.0,,
20.432,3.04,9.5,1.86,0.07,,541.0,,
51.76,2.13,5.2,2.96,0.02,,398.0,,
197.8,2.56,7.1,2.33,0.29,,255.0,,
578.6,13.2,858.141,2.05,0.24,,,,
264.14999,12.9,1484.2661,3.8,0.25,,,,
963.0,13.2,807.25,1.93,0.74,,,,
1.3283,12.1,5838.29,18.1,0.081,,,,
526.62,13.5,495.79,1.11,0.903,,,,
857.5,13.5,508.528,1.14,0.2,,,,
431.88,13.3,708.7609,1.66,0.52,,,,
6700.0,13.3,689.66,1.61,0.24,,,,
832.97,13.9,257.4423,0.527,0.042,,,,
149.61,3.89,14.4,1.34,0.19,3.16,337.0,,119.1
15.56,4.12,15.8915,1.25,0.0,,,,
356.21,13.4,612.45841,1.4,0.147,,,,
327.8,14.1,190.69,0.374,0.83,,,,
36.9987,13.2,810.4665,1.94,0.0796,,,,
472.3,14.1,184.33,0.361,0.61,,,,
5.8854,3.52,12.19,1.54,0.07,,,,
13.1354,2.91,8.81,1.96,0.07,,,,
963.6,13.5,568.89,1.27,0.778,,,,
226.93,8.97,59.4953,0.453,0.1684,,,,
342.85,14.1,209.0915,0.41,0.0974,,,,
44.073,14.3,137.62039,0.259,0.607,,,,
3.023573,10.0,71.8,0.395,0.063,,,,
4.0845,5.02,22.2481,0.966,0.04,,,,
1353.6,13.0,111.42,0.279,0.249,,,,
360.2,13.3,753.23,1.76,0.13,,,,
2732.0,13.3,753.23,1.76,0.23,,,,
359.15,13.3,731.009,1.71,0.06,,,,
682.85,13.4,597.5204,1.36,0.1,,,,
712.13,12.6,2330.0,6.4,0.2,,,,
434.0,12.3,4417.837,13.0,0.23,,,,
778.51,13.5,484.69075,1.08,0.211,,,,
400.5,13.5,513.29545,1.15,0.066,,,,
4.94737,6.2,31.783,0.733,0.09,,,,
2447.1,13.5,519.96988,1.16,0.266,,,,
8619.9,13.2,931.2419,2.22,0.0,,,,
1293.0,12.9,1574.464,4.03,0.501,,,,
14.0726,3.62,12.77,1.48,0.09,,,,
95.9446,3.87,14.31,1.36,0.14,,,,
119.27,13.7,384.5743,0.822,0.27,,405.0,,
14.339156,2.45,7.8,2.9,0.08,132.0,943.0,89.27,22.4
40.87,4.49,18.4,1.12,0.07,,,,
637.1,13.5,494.54348,1.1,0.092,,,,
872.2,13.8,334.67499,0.7,0.183,,,,
1827.0,13.0,1230.0021,3.08,0.705,,,,
139.35,12.8,1837.0574,4.81,0.076,,,,
779.9,13.5,534.27223,1.19,0.056,,,,
492.3,12.5,104.88,0.295,0.096,,,,
177.11,12.6,2425.0429,6.66,0.07,,,,
299.36,12.7,2199.3836,5.9,0.05,,,,
495.4,12.7,2065.895,5.54,0.27,,,,
201.9,13.8,336.8998,0.704,0.26,,,,
600.1,13.3,797.7533,1.86,0.03,,,,
589.64,13.3,731.0,1.71,0.02,,,,
7.10793,2.15,5.27,2.91,0.0,145.56,886.0,89.38,16.95
20.5453,2.67,7.61,2.2,0.0,35.35,622.0,89.147,34.38
2.81805,12.31,79.4575,0.234,0.0,,,,
358.0,14.2,168.4499,0.323,0.24,,,,
45.791,4.41,17.8,1.14,0.12,,,,
21.998,14.2,155.7367,0.299,0.17,,,,
577.6,13.6,411.58985,0.899,0.27,,,,
5370.0,13.4,645.1949,1.47,0.17,,,,
480.5,12.8,1906.9,5.0,0.07,,,,
2263.12,13.1,1018.32732,2.49,0.493,,,,
352.2,13.1,973.0,2.38,0.17,,,,
2374.0,12.9,1540.0,3.94,0.76,,,,
2496.0,13.5,533.9544,1.19,0.1,,,,
1103.0,13.1,975.7381,2.39,0.03,,,,
6.27711,13.4,626.1251,1.43,0.12,,,,
8.667,3.17,10.2,1.76,0.1,,,,
31.56,3.46,11.8,1.57,0.13,,,,
197.0,4.45,18.1,1.13,0.07,,,,
851.8,12.8,1900.0,4.98,0.4,,,,
2124.54,13.4,633.43519,1.45,0.175,,,,
615.0,11.1,85.8141,0.345,0.19,,,,
858.0,13.5,561.92344,1.26,0.124,,,,
3658.0,13.0,1223.6455,3.06,0.22,,,,
39.475,12.8,1732.1735,4.54,0.423,,,,
1245.36,13.1,984.31951,2.41,0.23,,,,
188.3,13.1,978.9164,2.39,0.19,,,,
379.1,13.3,715.09,1.67,0.28,,,,
1750.0,13.7,353.42696,0.755,0.126,,,,
51.645,13.4,572.07,1.31,0.627,,,,
2473.0,12.6,2561.6,7.04,0.432,,,,
1255.5,14.2,161.45764,0.31,0.92,,,,
3.50927,14.2,155.7367,0.299,0.03,,1260.0,,
341.2,13.8,317.83,0.665,0.097,,,,
7900.0,12.8,1792.5612,4.7,0.489,,,,
422.9,13.2,861.3193,2.06,0.11,,,,
3.97097,9.6,66.7443,0.415,0.09,,,,
415.4,13.0,1249.0719,3.12,0.856,,,,
5.7361,4.12,15.9,1.25,0.09,,,,
5.39792,2.4,6.3566,2.53,0.06,113.7,826.0,,
15.299,2.72,7.86,2.15,0.098,28.35,584.0,,
24.451,2.42,6.44,2.5,0.21,15.17,499.0,,
1807.0,13.6,425.8922,0.93,0.575,,,,
111.4367,11.994,1392.0954,5.08,0.93,,405.0,89.29,98.38
0.719573,1.613,5.6,7.4,,,,82.1,2.92
1001.70001,12.6,2310.6241,6.35,0.53,,,,
184.02,13.2,858.1,2.05,0.0,,,,
1047.1,11.9,8613.193,28.1,0.17,,,,
705.0,13.3,740.5439,1.73,0.07,,,,
441.47,13.5,534.25,1.19,0.162,,,90.0,
220.078,13.4,622.603,1.42,0.3663,,,90.0,
158.991,9.58,66.6,0.416,0.2,,,,
2.9857,12.7,108.0622,0.29,0.01,,,,
1313.0,14.0,216.1244,0.433,0.15,,,,
799.52,6.16,31.46517,0.74,0.5,,,,
58.43,1.72,3.6,3.89,0.11,,298.0,90.0,
227.0,13.4,645.1949,1.47,0.3,,,,
2.1378431,13.6,470.3884,1.03,0.0119,,,,
1628.0,14.3,143.0235,0.269,0.059,,176.0,,
3.98442,2.16,7.25,3.97,0.075,449.23,1311.0,86.45,10.11
1475.0,12.7,2224.81,5.97,0.7,,,,
1634.0,12.3,4513.0,13.3,0.723,,,,
1270.0,13.0,1144.188,2.86,0.17,,,,
13.481,12.4,3941.092,11.4,0.05,,,,
2754.0,13.5,489.4582,1.09,0.53,,,,
3.414884,13.8,324.1866,0.678,0.031,,,15.0,
2166.0,13.4,670.6213,1.53,0.2,,,,
11.8143,7.398,34.9613,0.471,0.22,,1089.0,87.21,13.11
256.78,12.6,2653.8805,7.29,0.677,,,,
49.77,4.43,17.98,1.14,0.31,,,,
1179.0,13.7,352.7913,0.754,0.12,,,,
325.803,13.0,1195.0408,2.99,0.35,,,,
11611.2975,13.0,1166.4361,2.92,0.46,,,,
10354.8375,12.2,5364.9704,16.2,0.21,,,,
143.58,13.4,117.59,0.269,0.14,,,,
30.052,14.0,222.472,0.446,0.2,,,,
192.9,13.4,578.426,1.32,0.06,,,,
1576.0,13.7,400.4658,0.856,0.14,,,,
,12.9,1589.0,4.07,,,916.0,,
464.4,13.7,400.4658,0.856,0.119,,,,
1785.0,13.1,1096.5135,2.68,0.284,,,,
482.0,12.4,3378.5329,9.74,0.11,,,,
55.087,3.89,42.44,3.98,0.197,7.42,385.0,89.57,64.676
4375.0,13.0,1188.6842,2.97,0.06,,,,
362.5,13.7,403.6441,0.863,0.17,,,,
647.29999,12.1,6661.7168,20.7,0.3,,,,
498.04,14.0,227.88411,0.456,0.685,,,,
514.0,13.7,362.3262,0.774,0.41,,,,
,13.3,794.575,1.86,,,,40.0,
9.4909,2.354,8.88263,3.9,0.06,,757.0,89.45,24.41
433.8,13.4,624.21812,1.43,0.079,,,,
6022.9725,12.7,2158.0657,5.79,0.86,,,,
968.8,13.3,740.5439,1.73,0.226,,,,
439.29999,14.3,139.8452,0.263,0.09,,,,
