system_name,sy_snum,sy_pnum,sy_mnum
KMT-2019-BLG-1953L,1,1,0
KOI-12,1,2,0
KOI-1257,2,1,0
KOI-13,3,1,0
KOI-142,1,3,0
KOI-1599,1,2,0
KOI-1783,1,2,0
KOI-217,1,1,0
KOI-351,1,8,0
KOI-3680,1,1,0
KOI-55,1,2,0
KOI-94,2,4,0
KPS-1,1,1,0
Kapteyn,1,1,0
Kepler-10,1,2,0
Kepler-100,1,3,0
Kepler-1000,1,1,0
Kepler-1001,1,2,0
Kepler-1002,1,1,0
Kepler-1003,1,1,0
Kepler-1004,1,1,0
Kepler-1005,1,1,0
Kepler-1006,1,1,0
Kepler-1007,1,1,0
Kepler-1008,2,1,0
Kepler-1009,1,1,0
Kepler-101,1,2,0
Kepler-1010,1,1,0
Kepler-1011,1,1,0
Kepler-1012,1,1,0
Kepler-1013,1,1,0
Kepler-1014,1,1,0
Kepler-1015,1,1,0
Kepler-1016,1,2,0
Kepler-1017,1,1,0
Kepler-1018,1,1,0
Kepler-1019,1,1,0
Kepler-102,1,5,0
Kepler-1020,1,1,0
Kepler-1021,1,1,0
Kepler-1022,1,1,0
Kepler-1023,1,1,0
Kepler-1024,1,1,0
Kepler-1025,1,1,0
Kepler-1026,1,1,0
Kepler-1027,2,1,0
Kepler-1028,1,1,0
Kepler-1029,1,1,0
Kepler-103,1,2,0
Kepler-1030,1,1,0
Kepler-1031,1,1,0
Kepler-1032,1,1,0
Kepler-1033,1,1,0
Kepler-1034,1,1,0
Kepler-1035,1,1,0
Kepler-1036,1,1,0
Kepler-1037,1,1,0
Kepler-1038,1,1,0
Kepler-1039,1,1,0
Kepler-104,2,3,0
Kepler-1040,1,1,0
Kepler-1041,1,1,0
Kepler-1042,1,1,0
Kepler-1043,1,1,0
Kepler-1044,1,1,0
Kepler-1045,1,1,0
Kepler-1046,1,1,0
Kepler-1047,1,2,0
Kepler-1048,1,1,0
Kepler-1049,1,1,0
Kepler-105,1,2,0
Kepler-1050,1,2,0
Kepler-1051,1,1,0
Kepler-1052,1,1,0
Kepler-1053,1,1,0
Kepler-1054,1,1,0
Kepler-1055,1,1,0
Kepler-1056,1,1,0
Kepler-1057,1,1,0
Kepler-1058,1,1,0
Kepler-1059,1,1,0
Kepler-106,1,4,0
Kepler-1060,1,1,0
Kepler-1061,1,1,0
Kepler-1062,1,1,0
Kepler-1063,2,1,0
Kepler-1064,1,1,0
Kepler-1065,1,2,0
Kepler-1066,1,1,0
Kepler-1067,1,1,0
Kepler-1068,1,1,0
Kepler-1069,1,1,0
Kepler-107,1,4,0
Kepler-1070,1,1,0
Kepler-1071,1,1,0
Kepler-1072,1,1,0
Kepler-1073,1,2,0
Kepler-1074,1,1,0
Kepler-1075,1,1,0
Kepler-1076,1,1,0
Kepler-1077,1,1,0
Kepler-1078,1,1,0
Kepler-1079,1,1,0
Kepler-108,2,2,0
Kepler-1080,1,1,0
Kepler-1081,1,1,0
Kepler-1082,1,1,0
Kepler-1083,1,1,0
Kepler-1084,1,1,0
Kepler-1085,1,2,0
Kepler-1086,2,2,0
Kepler-1087,1,1,0
Kepler-1088,1,1,0
Kepler-1089,1,1,0
Kepler-109,1,2,0
Kepler-1090,1,1,0
Kepler-1091,1,1,0
Kepler-1092,1,1,0
Kepler-1093,1,2,0
Kepler-1094,1,1,0
Kepler-1095,1,1,0
Kepler-1096,1,1,0
Kepler-1097,1,1,0
Kepler-1098,1,1,0
Kepler-1099,1,1,0
Kepler-11,1,6,0
Kepler-110,1,2,0
Kepler-1100,1,1,0
Kepler-1101,1,1,0
Kepler-1102,1,1,0
Kepler-1103,1,1,0
Kepler-1104,1,1,0
Kepler-1105,1,1,0
Kepler-1106,1,1,0
Kepler-1107,1,1,0
Kepler-1108,1,1,0
Kepler-1109,1,1,0
Kepler-111,1,2,0
Kepler-1110,1,1,0
Kepler-1111,1,1,0
Kepler-1112,1,1,0
Kepler-1113,1,1,0
Kepler-1114,1,1,0
Kepler-1115,1,1,0
Kepler-1116,1,1,0
Kepler-1117,1,1,0
Kepler-1118,1,1,0
Kepler-1119,1,1,0
Kepler-112,1,2,0
Kepler-1120,1,1,0
Kepler-1121,1,1,0
Kepler-1122,1,1,0
Kepler-1123,1,1,0
Kepler-1124,1,1,0
Kepler-1125,1,1,0
Kepler-1126,1,1,0
Kepler-1127,1,1,0
Kepler-1128,1,1,0
Kepler-1129,1,2,0
Kepler-113,1,2,0
Kepler-1130,2,1,0
Kepler-1131,1,1,0
Kepler-1132,1,1,0
Kepler-1133,1,1,0
Kepler-1134,1,1,0
Kepler-1135,1,1,0
Kepler-1136,1,1,0
Kepler-1137,1,1,0
Kepler-1138,1,1,0
Kepler-1139,1,1,0
Kepler-114,1,3,0
Kepler-1140,1,1,0
Kepler-1141,1,1,0
Kepler-1142,1,1,0
Kepler-1143,1,2,0
Kepler-1144,1,1,0
Kepler-1145,1,1,0
Kepler-1146,1,1,0
Kepler-1147,1,1,0
Kepler-1148,1,1,0
Kepler-1149,1,1,0
Kepler-115,1,2,0
Kepler-1150,2,1,0
Kepler-1151,1,1,0
Kepler-1152,1,1,0
Kepler-1153,1,1,0
Kepler-1154,1,2,0
Kepler-1155,1,1,0
Kepler-1156,1,1,0
Kepler-1157,1,1,0
Kepler-1158,1,1,0
Kepler-1159,1,1,0
Kepler-116,1,2,0
Kepler-1160,1,1,0
Kepler-1161,1,1,0
Kepler-1162,1,1,0
Kepler-1163,1,1,0
Kepler-1164,1,1,0
Kepler-1165,1,1,0
Kepler-1166,1,1,0
Kepler-1167,1,1,0
Kepler-1168,1,1,0
Kepler-1169,1,1,0
Kepler-117,1,2,0
Kepler-1170,1,1,0
Kepler-1171,1,1,0
Kepler-1172,1,1,0
Kepler-1173,1,1,0
Kepler-1174,1,1,0
Kepler-1175,1,1,0
Kepler-1176,1,1,0
Kepler-1177,1,1,0
Kepler-1178,1,1,0
Kepler-1179,1,1,0
Kepler-118,1,2,0
Kepler-1180,1,1,0
Kepler-1181,1,1,0
Kepler-1182,1,1,0
Kepler-1183,1,1,0
Kepler-1184,1,1,0
Kepler-1185,1,1,0
Kepler-1186,1,1,0
Kepler-1187,1,1,0
Kepler-1188,1,1,0
Kepler-1189,1,1,0
Kepler-119,1,2,0
Kepler-1190,1,1,0
Kepler-1191,1,1,0
Kepler-1192,1,1,0
Kepler-1193,1,1,0
Kepler-1194,1,1,0
Kepler-1195,1,1,0
Kepler-1196,1,1,0
Kepler-1197,1,1,0
Kepler-1198,1,1,0
Kepler-1199,1,1,0
Kepler-12,1,1,0
Kepler-120,1,2,0
Kepler-1200,1,1,0
Kepler-1201,1,1,0
Kepler-1202,1,1,0
Kepler-1203,1,1,0
Kepler-1204,1,1,0
Kepler-1205,1,1,0
Kepler-1206,1,1,0
Kepler-1207,1,1,0
Kepler-1208,1,1,0
Kepler-1209,1,1,0
Kepler-121,1,2,0
Kepler-1210,1,1,0
Kepler-1211,1,1,0
Kepler-1212,1,1,0
Kepler-1213,1,1,0
Kepler-1214,1,1,0
Kepler-1215,1,1,0
Kepler-1216,1,1,0
Kepler-1217,1,1,0
Kepler-1218,1,1,0
Kepler-1219,1,1,0
Kepler-122,1,5,0
Kepler-1220,1,1,0
Kepler-1221,1,1,0
Kepler-1222,1,1,0
Kepler-1223,1,1,0
Kepler-1224,1,1,0
Kepler-1225,1,1,0
Kepler-1226,1,1,0
Kepler-1227,1,1,0
Kepler-1228,1,1,0
Kepler-1229,1,1,0
Kepler-123,1,2,0
Kepler-1230,1,1,0
Kepler-1231,1,1,0
Kepler-1232,1,1,0
Kepler-1233,1,1,0
Kepler-1234,1,1,0
Kepler-1235,1,1,0
Kepler-1236,1,1,0
Kepler-1237,1,1,0
Kepler-1238,1,1,0
Kepler-1239,1,1,0
Kepler-124,1,3,0
Kepler-1240,1,1,0
Kepler-1241,1,1,0
Kepler-1242,1,1,0
Kepler-1243,1,1,0
Kepler-1244,1,1,0
Kepler-1245,1,2,0
Kepler-1246,1,1,0
Kepler-1247,1,1,0
Kepler-1248,1,1,0
Kepler-1249,1,1,0
Kepler-125,1,2,0
Kepler-1250,1,1,0
Kepler-1251,1,1,0
Kepler-1252,1,1,0
Kepler-1253,1,1,0
Kepler-1254,1,3,0
Kepler-1255,1,1,0
Kepler-1256,1,1,0
Kepler-1257,1,1,0
Kepler-1258,1,1,0
Kepler-1259,1,1,0
Kepler-126,1,3,0
Kepler-1260,1,1,0
Kepler-1261,1,1,0
Kepler-1262,1,1,0
Kepler-1263,1,1,0
Kepler-1264,1,1,0
Kepler-1265,1,1,0
Kepler-1266,1,1,0
Kepler-1267,1,1,0
Kepler-1268,1,1,0
Kepler-1269,1,1,0
Kepler-127,1,3,0
Kepler-1270,1,1,0
Kepler-1271,1,1,0
Kepler-1272,1,1,0
Kepler-1273,1,1,0
Kepler-1274,1,1,0
Kepler-1275,1,1,0
Kepler-1276,1,1,0
Kepler-1277,1,1,0
Kepler-1278,1,1,0
Kepler-1279,1,1,0
Kepler-128,1,2,0
Kepler-1280,1,1,0
Kepler-1281,1,1,0
Kepler-1282,1,1,0
Kepler-1283,1,1,0
Kepler-1284,1,1,0
Kepler-1285,1,1,0
Kepler-1286,1,1,0
Kepler-1287,1,1,0
Kepler-1288,1,1,0
Kepler-1289,1,1,0
Kepler-129,1,2,0
Kepler-1290,1,1,0
Kepler-1291,1,1,0
Kepler-1292,1,1,0
Kepler-1293,1,1,0
Kepler-1294,1,1,0
Kepler-1295,1,1,0
Kepler-1296,1,1,0
Kepler-1297,1,1,0
Kepler-1298,1,1,0
Kepler-1299,1,1,0
Kepler-130,2,3,0
Kepler-1300,1,1,0
Kepler-1301,1,1,0
Kepler-1302,1,1,0
Kepler-1303,1,1,0
Kepler-1304,1,1,0
Kepler-1305,1,1,0
Kepler-1306,1,1,0
Kepler-1307,1,1,0
Kepler-1308,1,1,0
Kepler-1309,1,1,0
Kepler-131,1,2,0
Kepler-1310,1,1,0
Kepler-1311,1,2,0
Kepler-1312,1,1,0
Kepler-1313,1,1,0
Kepler-1314,1,1,0
Kepler-1315,1,1,0
Kepler-1316,1,1,0
Kepler-1317,1,1,0
Kepler-1318,1,1,0
Kepler-1319,2,1,0
Kepler-132,2,4,0
Kepler-1320,1,1,0
Kepler-1321,1,2,0
Kepler-1322,1,1,0
Kepler-1323,1,1,0
Kepler-1324,1,1,0
Kepler-1325,1,1,0
Kepler-1326,1,1,0
Kepler-1327,1,1,0
Kepler-1328,1,1,0
Kepler-1329,1,1,0
Kepler-133,1,2,0
Kepler-1330,1,1,0
Kepler-1331,1,1,0
Kepler-1332,1,1,0
Kepler-1333,1,1,0
Kepler-1334,1,1,0
Kepler-1335,1,1,0
Kepler-1336,1,2,0
Kepler-1337,1,1,0
Kepler-1338,1,1,0
Kepler-1339,1,1,0
Kepler-134,1,2,0
Kepler-1340,1,1,0
Kepler-1341,2,1,0
Kepler-1342,1,1,0
Kepler-1343,1,1,0
Kepler-1344,1,1,0
Kepler-1345,1,1,0
Kepler-1346,1,1,0
Kepler-1347,1,1,0
Kepler-1348,1,1,0
Kepler-1349,1,1,0
Kepler-135,1,2,0
Kepler-1350,1,2,0
Kepler-1351,1,1,0
Kepler-1352,1,1,0
Kepler-1353,1,1,0
Kepler-1354,1,1,0
Kepler-1355,1,1,0
Kepler-1356,1,1,0
Kepler-1357,1,1,0
Kepler-1358,1,1,0
Kepler-1359,1,1,0
Kepler-136,2,2,0
Kepler-1360,1,1,0
Kepler-1361,1,1,0
Kepler-1362,1,1,0
Kepler-1363,1,1,0
Kepler-1364,1,1,0
Kepler-1365,1,2,0
Kepler-1366,1,1,0
Kepler-1367,1,1,0
Kepler-1368,1,1,0
Kepler-1369,1,1,0
Kepler-137,1,2,0
Kepler-1370,1,2,0
Kepler-1371,1,2,0
Kepler-1372,1,1,0
Kepler-1373,1,1,0
Kepler-1374,1,1,0
Kepler-1375,1,1,0
Kepler-1376,1,1,0
Kepler-1377,1,1,0
Kepler-1378,1,1,0
Kepler-1379,1,1,0
Kepler-138,1,3,0
Kepler-1380,1,1,0
Kepler-1381,1,1,0
Kepler-1382,1,1,0
Kepler-1383,1,1,0
Kepler-1384,1,1,0
Kepler-1385,1,1,0
Kepler-1386,1,1,0
Kepler-1387,1,1,0
Kepler-1388,1,4,0
Kepler-1389,1,1,0
Kepler-139,1,2,0
Kepler-1390,1,1,0
Kepler-1391,1,1,0
Kepler-1392,1,1,0
Kepler-1393,1,1,0
Kepler-1394,1,1,0
Kepler-1395,1,1,0
Kepler-1396,1,1,0
Kepler-1397,1,1,0
Kepler-1398,1,2,0
Kepler-1399,1,1,0
Kepler-14,2,1,0
Kepler-140,1,2,0
Kepler-1400,1,1,0
Kepler-1401,1,1,0
Kepler-1402,1,1,0
Kepler-1403,1,1,0
Kepler-1404,1,1,0
Kepler-1405,1,1,0
Kepler-1406,1,1,0
Kepler-1407,1,1,0
Kepler-1408,1,1,0
Kepler-1409,1,1,0
Kepler-141,1,2,0
Kepler-1410,1,1,0
Kepler-1411,1,1,0
Kepler-1412,1,1,0
Kepler-1413,1,1,0
Kepler-1414,1,1,0
Kepler-1415,1,1,0
Kepler-1416,1,1,0
Kepler-1417,1,1,0
Kepler-1418,1,1,0
Kepler-1419,1,1,0
Kepler-142,1,3,0
Kepler-1420,1,1,0
Kepler-1421,1,1,0
Kepler-1422,1,1,0
Kepler-1423,1,1,0
Kepler-1424,1,1,0
Kepler-1425,1,1,0
Kepler-1426,1,1,0
Kepler-1427,1,1,0
Kepler-1428,1,1,0
Kepler-1429,1,1,0
Kepler-143,1,2,0
Kepler-1430,1,1,0
Kepler-1431,1,1,0
Kepler-1432,1,1,0
Kepler-1433,1,1,0
Kepler-1434,1,1,0
Kepler-1435,1,1,0
Kepler-1436,1,1,0
Kepler-1437,1,1,0
Kepler-1438,1,1,0
Kepler-1439,1,1,0
Kepler-144,1,2,0
Kepler-1440,1,1,0
Kepler-1441,1,1,0
Kepler-1442,1,1,0
Kepler-1443,1,1,0
Kepler-1444,1,1,0
Kepler-1445,1,1,0
Kepler-1446,1,1,0
Kepler-1447,1,1,0
Kepler-1448,1,1,0
Kepler-1449,1,1,0
Kepler-145,1,2,0
Kepler-1450,1,1,0
Kepler-1451,1,1,0
Kepler-1452,1,1,0
Kepler-1453,1,1,0
Kepler-1454,1,1,0
Kepler-1455,1,1,0
Kepler-1456,1,1,0
Kepler-1457,1,1,0
Kepler-1458,1,1,0
Kepler-1459,1,1,0
Kepler-146,1,2,0
Kepler-1460,1,1,0
Kepler-1461,1,1,0
Kepler-1462,1,1,0
Kepler-1463,1,1,0
Kepler-1464,1,2,0
Kepler-1465,1,1,0
Kepler-1466,1,1,0
Kepler-1467,1,1,0
Kepler-1468,1,2,0
Kepler-1469,1,1,0
Kepler-147,1,2,0
Kepler-1470,1,1,0
Kepler-1471,1,1,0
Kepler-1472,1,1,0
Kepler-1473,1,1,0
Kepler-1474,1,1,0
Kepler-1475,1,1,0
Kepler-1476,1,1,0
Kepler-1477,1,1,0
Kepler-1478,1,1,0
Kepler-1479,1,1,0
Kepler-148,1,3,0
Kepler-1480,2,1,0
Kepler-1481,1,1,0
Kepler-1482,1,1,0
Kepler-1483,1,1,0
Kepler-1484,1,1,0
Kepler-1485,1,1,0
Kepler-1486,1,1,0
Kepler-1487,1,1,0
Kepler-1488,1,1,0
Kepler-1489,1,1,0
Kepler-149,1,3,0
Kepler-1490,1,1,0
Kepler-1491,1,1,0
Kepler-1492,1,1,0
Kepler-1493,1,1,0
Kepler-1494,1,1,0
Kepler-1495,1,1,0
Kepler-1496,1,1,0
Kepler-1497,1,1,0
Kepler-1498,1,1,0
Kepler-1499,1,1,0
Kepler-15,1,1,0
Kepler-150,1,5,0
Kepler-1500,1,1,0
Kepler-1501,1,1,0
Kepler-1502,1,1,0
Kepler-1503,1,1,0
Kepler-1504,1,1,0
Kepler-1505,1,1,0
Kepler-1506,1,1,0
Kepler-1507,1,1,0
Kepler-1508,1,1,0
Kepler-1509,1,1,0
Kepler-151,1,2,0
Kepler-1510,1,1,0
Kepler-1511,1,1,0
Kepler-1512,1,1,0
Kepler-1513,1,1,0
Kepler-1514,1,2,0
Kepler-1515,1,1,0
Kepler-1516,1,1,0
Kepler-1517,1,1,0
Kepler-1518,1,1,0
Kepler-1519,1,1,0
Kepler-152,1,2,0
Kepler-1520,1,1,0
Kepler-1521,1,1,0
Kepler-1522,1,1,0
Kepler-1523,1,1,0
Kepler-1524,1,1,0
Kepler-1525,1,1,0
Kepler-1526,1,1,0
Kepler-1527,1,1,0
Kepler-1528,1,1,0
Kepler-1529,1,1,0
Kepler-153,1,2,0
Kepler-1530,1,2,0
Kepler-1531,1,1,0
Kepler-1532,1,1,0
Kepler-1533,1,1,0
Kepler-1534,1,1,0
Kepler-1535,1,1,0
Kepler-1536,1,1,0
Kepler-1537,1,1,0
Kepler-1538,1,1,0
Kepler-1539,1,1,0
Kepler-154,1,5,0
Kepler-1540,2,1,0
Kepler-1541,1,1,0
Kepler-1542,1,4,0
Kepler-1543,1,1,0
Kepler-1544,1,1,0
Kepler-1545,1,1,0
Kepler-1546,1,1,0
Kepler-1547,1,1,0
Kepler-1548,1,1,0
Kepler-1549,1,1,0
Kepler-155,1,2,0
Kepler-1550,1,1,0
Kepler-1551,1,1,0
Kepler-1552,1,1,0
Kepler-1553,1,1,0
Kepler-1554,1,1,0
Kepler-1555,1,1,0
Kepler-1556,1,1,0
Kepler-1557,1,1,0
Kepler-1558,1,1,0
Kepler-1559,1,1,0
Kepler-156,1,2,0
Kepler-1560,1,1,0
Kepler-1561,1,1,0
Kepler-1562,1,1,0
Kepler-1563,1,1,0
Kepler-1564,1,1,0
Kepler-1565,1,1,0
Kepler-1566,1,1,0
Kepler-1567,1,1,0
Kepler-1568,1,1,0
Kepler-1569,1,1,0
Kepler-157,1,3,0
Kepler-1570,1,1,0
Kepler-1571,1,1,0
Kepler-1572,1,1,0
Kepler-1573,1,1,0
Kepler-1574,1,1,0
Kepler-1575,1,1,0
Kepler-1576,1,1,0
Kepler-1577,1,1,0
Kepler-1578,1,1,0
Kepler-1579,1,1,0
Kepler-158,1,2,0
Kepler-1580,1,1,0
Kepler-1581,1,1,0
Kepler-1582,1,1,0
Kepler-1583,1,1,0
Kepler-1584,1,1,0
Kepler-1585,1,1,0
Kepler-1586,1,1,0
Kepler-1587,1,1,0
Kepler-1588,1,1,0
Kepler-1589,1,1,0
Kepler-159,1,2,0
Kepler-1590,1,1,0
Kepler-1591,1,1,0
Kepler-1592,1,1,0
Kepler-1593,1,1,0
Kepler-1594,1,1,0
Kepler-1595,1,1,0
Kepler-1596,1,1,0
Kepler-1597,1,1,0
Kepler-1598,1,1,0
Kepler-1599,1,1,0
Kepler-16,2,1,0
Kepler-160,1,3,0
Kepler-1600,1,1,0
Kepler-1601,1,1,0
Kepler-1602,1,1,0
Kepler-1603,1,1,0
Kepler-1604,1,1,0
Kepler-1605,1,1,0
Kepler-1606,1,1,0
Kepler-1607,1,1,0
Kepler-1608,1,1,0
Kepler-1609,1,1,0
Kepler-161,1,2,0
Kepler-1610,1,1,0
Kepler-1611,1,1,0
Kepler-1612,1,1,0
Kepler-1613,1,1,0
Kepler-1614,1,1,0
Kepler-1615,1,1,0
Kepler-1616,1,1,0
Kepler-1617,1,1,0
Kepler-1618,1,1,0
Kepler-1619,1,1,0
Kepler-162,1,2,0
Kepler-1620,1,1,0
Kepler-1621,1,1,0
Kepler-1622,1,1,0
Kepler-1623,1,1,0
Kepler-1624,1,1,0
Kepler-1625,1,1,0
Kepler-1626,1,1,0
Kepler-1627,1,1,0
Kepler-1628,1,1,0
Kepler-1629,1,1,0
Kepler-163,1,2,0
Kepler-1630,1,1,0
Kepler-1631,1,1,0
Kepler-1632,1,1,0
Kepler-1633,1,1,0
Kepler-1634,1,1,0
Kepler-1635,1,1,0
Kepler-1636,1,1,0
Kepler-1637,1,1,0
Kepler-1638,1,1,0
Kepler-1639,1,1,0
Kepler-164,1,3,0
Kepler-1640,1,1,0
Kepler-1641,1,2,0
Kepler-1642,1,2,0
Kepler-1643,1,1,0
Kepler-1644,1,1,0
Kepler-1645,1,1,0
Kepler-1646,1,1,0
Kepler-1647,2,1,0
Kepler-1649,1,2,0
Kepler-165,1,2,0
Kepler-1650,1,1,0
Kepler-1651,2,1,0
Kepler-1652,1,1,0
Kepler-1653,1,1,0
Kepler-1654,1,1,0
Kepler-1655,1,1,0
Kepler-1656,1,1,0
Kepler-1658,1,1,0
Kepler-166,1,3,0
Kepler-1661,2,1,0
Kepler-1663,1,1,0
Kepler-1664,1,1,0
Kepler-1665,1,1,0
Kepler-1666,1,2,0
Kepler-1667,1,1,0
Kepler-1668,1,1,0
Kepler-1669,1,1,0
Kepler-167,2,4,0
Kepler-1670,1,1,0
Kepler-1671,1,1,0
Kepler-1672,1,1,0
Kepler-1673,1,1,0
Kepler-1674,1,1,0
Kepler-1675,1,1,0
Kepler-1676,1,1,0
Kepler-1677,1,1,0
Kepler-1678,1,1,0
Kepler-1679,1,1,0
Kepler-168,1,2,0
Kepler-1680,1,1,0
Kepler-1681,1,1,0
Kepler-1682,1,1,0
Kepler-1683,1,1,0
Kepler-1684,1,1,0
Kepler-1685,1,1,0
Kepler-1686,1,1,0
Kepler-1687,1,1,0
Kepler-1688,1,1,0
Kepler-1689,1,1,0
Kepler-169,1,5,0
Kepler-1690,1,1,0
Kepler-1691,1,1,0
Kepler-1692,1,1,0
Kepler-1693,1,1,0
Kepler-1694,1,1,0
Kepler-1695,1,1,0
Kepler-1696,1,1,0
Kepler-1697,1,1,0
Kepler-1698,1,1,0
Kepler-1699,1,1,0
Kepler-17,1,1,0
Kepler-170,1,2,0
Kepler-1700,1,1,0
Kepler-1701,1,1,0
Kepler-1702,1,1,0
Kepler-171,1,3,0
Kepler-172,1,4,0
Kepler-173,1,2,0
Kepler-174,1,3,0
Kepler-175,1,2,0
Kepler-176,1,4,0
Kepler-177,1,2,0
Kepler-178,1,3,0
Kepler-179,1,2,0
Kepler-18,1,3,0
Kepler-180,1,2,0
Kepler-181,1,2,0
Kepler-182,1,2,0
Kepler-183,1,2,0
Kepler-184,1,3,0
Kepler-185,1,2,0
Kepler-186,1,5,0
Kepler-187,1,2,0
Kepler-188,1,2,0
Kepler-189,1,2,0
Kepler-19,1,3,0
Kepler-190,1,2,0
Kepler-191,1,3,0
Kepler-192,1,3,0
Kepler-193,1,2,0
Kepler-194,1,3,0
Kepler-195,1,2,0
Kepler-196,1,2,0
Kepler-197,2,4,0
Kepler-198,1,3,0
Kepler-199,1,2,0
Kepler-20,2,6,0
Kepler-200,1,2,0
Kepler-201,1,2,0
Kepler-202,1,2,0
Kepler-203,1,3,0
Kepler-204,1,2,0
Kepler-205,1,2,0
Kepler-206,1,3,0
Kepler-207,1,3,0
Kepler-208,1,4,0
Kepler-209,1,2,0
Kepler-21,2,1,0
Kepler-210,1,2,0
Kepler-211,1,2,0
Kepler-212,1,2,0
Kepler-213,1,2,0
Kepler-214,1,2,0
Kepler-215,1,4,0
Kepler-216,1,2,0
Kepler-217,1,3,0
Kepler-218,1,3,0
Kepler-219,1,3,0
Kepler-22,1,1,0
Kepler-220,1,4,0
Kepler-221,1,4,0
Kepler-222,1,3,0
Kepler-223,1,4,0
Kepler-224,1,4,0
Kepler-225,1,2,0
Kepler-226,1,3,0
Kepler-227,1,2,0
Kepler-228,1,3,0
Kepler-229,1,3,0
Kepler-23,1,3,0
Kepler-230,1,2,0
Kepler-231,1,2,0
Kepler-232,1,2,0
Kepler-233,1,2,0
Kepler-234,1,2,0
Kepler-235,1,4,0
Kepler-236,1,2,0
Kepler-237,1,2,0
Kepler-238,1,5,0
Kepler-239,1,2,0
Kepler-24,1,4,0
Kepler-240,1,2,0
Kepler-241,1,2,0
Kepler-242,1,2,0
Kepler-243,1,2,0
Kepler-244,1,3,0
Kepler-245,1,4,0
Kepler-246,1,2,0
Kepler-247,1,3,0
Kepler-248,1,2,0
Kepler-249,1,3,0
Kepler-25,2,3,0
Kepler-250,1,3,0
Kepler-251,1,4,0
Kepler-252,1,2,0
Kepler-253,1,3,0
Kepler-254,1,3,0
Kepler-255,1,3,0
Kepler-256,1,4,0
Kepler-257,1,3,0
Kepler-258,1,2,0
Kepler-259,1,2,0
Kepler-26,1,4,0
Kepler-260,1,2,0
Kepler-261,1,2,0
Kepler-262,1,2,0
Kepler-263,1,2,0
Kepler-264,1,2,0
Kepler-265,1,4,0
Kepler-266,1,2,0
Kepler-267,1,3,0
Kepler-268,1,2,0
Kepler-269,1,2,0
Kepler-27,1,2,0
Kepler-270,1,2,0
Kepler-271,1,3,0
Kepler-272,1,3,0
Kepler-273,1,2,0
Kepler-274,1,2,0
Kepler-275,1,3,0
Kepler-276,1,3,0
Kepler-277,1,2,0
Kepler-278,1,2,0
Kepler-279,1,3,0
Kepler-28,1,2,0
Kepler-280,1,2,0
Kepler-281,1,2,0
Kepler-282,1,4,0
Kepler-283,1,2,0
Kepler-284,1,2,0
Kepler-285,1,2,0
Kepler-286,1,4,0
Kepler-287,1,2,0
Kepler-288,1,3,0
Kepler-289,1,3,0
Kepler-29,1,2,0
Kepler-290,1,2,0
Kepler-291,1,2,0
Kepler-292,1,5,0
Kepler-293,1,2,0
Kepler-294,1,2,0
Kepler-295,1,3,0
Kepler-296,2,5,0
Kepler-297,1,2,0
Kepler-298,1,3,0
Kepler-299,1,4,0
Kepler-30,1,3,0
Kepler-300,1,2,0
Kepler-301,1,3,0
Kepler-302,1,2,0
Kepler-303,1,2,0
Kepler-304,1,4,0
Kepler-305,1,4,0
Kepler-306,1,4,0
Kepler-307,1,2,0
Kepler-308,1,2,0
Kepler-309,1,2,0
Kepler-31,1,3,0
Kepler-310,1,3,0
Kepler-311,1,2,0
Kepler-312,1,2,0
Kepler-313,1,2,0
Kepler-314,1,2,0
Kepler-315,1,2,0
Kepler-316,1,2,0
Kepler-317,1,2,0
Kepler-318,1,2,0
Kepler-319,1,3,0
Kepler-32,1,5,0
Kepler-320,1,2,0
Kepler-321,1,2,0
Kepler-322,1,2,0
Kepler-323,1,2,0
Kepler-324,1,2,0
Kepler-325,1,3,0
Kepler-326,1,3,0
Kepler-327,1,3,0
Kepler-328,1,2,0
Kepler-329,1,2,0
Kepler-33,1,5,0
Kepler-330,1,2,0
Kepler-331,1,3,0
Kepler-332,1,3,0
Kepler-333,2,2,0
Kepler-334,1,3,0
Kepler-335,1,2,0
Kepler-336,1,3,0
Kepler-337,1,2,0
Kepler-338,1,4,0
Kepler-339,1,3,0
Kepler-34,2,1,0
Kepler-340,1,2,0
Kepler-341,1,4,0
Kepler-342,1,4,0
Kepler-343,1,2,0
Kepler-344,1,2,0
Kepler-345,1,2,0
Kepler-346,1,2,0
Kepler-347,1,2,0
Kepler-348,1,2,0
Kepler-349,1,2,0
Kepler-35,2,1,0
Kepler-350,1,3,0
Kepler-351,1,3,0
Kepler-352,1,2,0
Kepler-353,2,2,0
Kepler-354,1,3,0
Kepler-355,1,2,0
Kepler-356,1,2,0
Kepler-357,1,3,0
Kepler-358,1,2,0
Kepler-359,1,3,0
Kepler-36,1,2,0
Kepler-360,1,2,0
Kepler-361,1,2,0
Kepler-362,1,2,0
Kepler-363,1,3,0
Kepler-364,1,2,0
Kepler-365,1,2,0
Kepler-366,1,2,0
Kepler-367,1,2,0
Kepler-368,1,2,0
Kepler-369,1,2,0
Kepler-37,1,4,0
Kepler-370,1,2,0
Kepler-371,1,2,0
Kepler-372,1,3,0
Kepler-373,1,2,0
Kepler-374,1,3,0
Kepler-375,1,2,0
Kepler-376,1,2,0
Kepler-377,1,2,0
Kepler-378,1,2,0
Kepler-379,1,2,0
Kepler-38,2,1,0
Kepler-380,1,2,0
